UserId,Skills,YearsOfExperience,EnglishLevel,UsersPosition
654647,"python, data analysis, r programming, data science, sql and oracle pl/sql developer, machine learning, matlab",15,3,Data Science
662792,"javascript, spring, java patterns, bootstrap, hibernate, jpa, j2ee, react.js, spring boot, rest api, rds, ec2, server less, java, aws",4,3,Java Software Developer
649692,"android, sql server, scrum, javascript, spring, html5, bootstrap, json, postgresql, hibernate, css3, materialize, mongodb, spring mvc, junit, maven, jira, log4j, debian, tomcat server, spring boot, rest api, spring data, my sql, mockito, gradle, intellij, hateoas, java, jquery, git",3,0,Java developer
659717,"android, sql server, javascript, spring, actions beans, jsf, jsp, soap, asp, spring mvc, junit, jira, prototype, subversion (tortoisesvn), statistics, front end, jdbc, db2, ibm websphere, ccda, telecommunication, erwin, ldap, nfs, apache tomcat, checkpoint, contracts analysis, computer maintenance, fujitsu eternus storage, ajax, nunit, xampp, 3d builder, jquery, .net",12,3,"Technical Lead.  Java, JEE, Spring developer. "
639508,"postgresql, active directory, windows server, apache, dns, switchs layer 2 and 3, pfsense, bind9, iptables firewall, vmware, linux sysadmin, xenserver, my sql, mcafee epo security, tcp/ip, hyper-v, exchange server multi-tenant, vpn, freebsd, postfix, zimbra, ldap, linux servers administration, server administration, apache tomcat, juniper srx, routers, linux",12,0,Network analyst
681461,"tdd, windows forms, wpf, github, svn, agile, jira, gitlab, rtc, test automation, xaml, uwp, c#",4,0,Technical Lead Engineer - 2
649707,"ruby on rails, scrum, javascript, html5, postgresql, css3, docker, kanban, heroku, test automation, linux, lean mindset, php, git",6,3,Senior Software Engineer
668354,"tdd, sql, testing, automation, agile, test planning and test script, agile methodologies, quality assurance, team leadership, selenium, reporting, leadership, technical documentations, technical skills, system analysis, documentation, qa, test management, test automation, team management, test case, istqb's ctfl, technical support, c#, test-driven development (tdd), interface tests, bugs, manual testing, integration test, waterfall methodology, test design, functional testing, agile & waterfall methodologies, sdlc practices, detail oriented, training & mentoring, automated testing, java, ui path, technical",6,3,Quality assurance analyst
671080,"sql, sql server, python, sass, analytics, Big Data, data science, hadoop, statistics, business intelligence, data mining, strategic planning, machine learning, business strategy, forecasting, apache spark",10,0,Manager | Data Scientist | PhD. Student
635402,"android, javascript, python, html5, ios, arduino, yii, mac os, 3d studio max html5, drone, pixhawk, mavlink, photoshop, java",7,2,Mobile Developer
638252,"sql, scrum, pmi, erp, windows server, iso 27001, iso 27002, digital, agile, digital marketing, virtualization, pmbok, infrastructure, game development, e-commerce, itil foundation certified, business intelligence, data center, it infrastructure, iso 20000, cloud computing, tableau, project management professional, integration architecture, it management, pmo specialist, cisco technologies, trade marketing, website administration, mobile applications, information technology, it operations, it strategy, service desk, team management, technology planning, business process, disaster recovery, project planning, it outsourcing, it project management, help desk management, it governance, microsiga/protheus, budgetary management, green technology, it service management, scrum master certified, cobit foundation certified, linux, System Administration, aws, sap",17,3,IT & Digital - Manager/Director
662305,operating systems,3,0,Technician in industrial electrical maintenance
665628,"android, python, c, c++, c for microcontroller, matlab, linux, java, git",2,0,Computer Engineer
635703,"node.js, ansible, freebsd, kubernetes, linux, unix shell scripting, php, git",21,3,IT specialist and developer
654939,"android, ruby on rails, python, c, ssl, c#, java",15,4,Senior Software Engineer
681916,"scrum, python, data modeling and systems analysis, docker, hadoop, data warehouse, teradata, etl, spark, redshift, powercenter, data stage, aws, terraform, pyspark",9,3,Data Engineer
675531,"tdd, scrum, mvc, swift, ios, oop, software development, objective-c, agile, jira, kanban, agile methodologies, rest api, mvvm, cocoa, cocoapods, cocoa touch, xcode, mobile applications, unit testing, ci/cd automation, git",5,3,iOS Developer
647972,"javascript, laravel, uml, html5, netbeans, materialize, visual studio, svn, jira, oracle db, my sql, sql server - intermediate, api, mobile applications, symphony, c#, git repository, requirements analysis, mobile development, cordova framework, backend development, angular, php, java, git, aws",13,1,System Analyst
665612,"ruby on rails, javascript, python, html, postgresql, css, ionic framework, docker, ansible, rest api, django, typescript, django rest, agile & waterfall methodologies, linux, angular, aws",9,4,Ruby on Rails | Python Developer | Frontend Dev
679597,"javascript, postgresql, soap, mongodb, spring mvc, jira, jenkins, spring boot, sql server - intermediate, ASP.Net MVC, redis, payments, ASP.Net Core, spring jpa, nunit, java, .net",7,4,Software Engineer
644758,"javascript, unity, node.js, ionic framework, ux, react.js, scss, typescript, gimp, firebase, c#, photoshop, angular, aws, react native",4,4,Full Stack Developer
643132,"javascript, laravel, html5, css3, sass, react.js, angular, php, git",8,3,Front-end developer
657825,"sql, sql server, javascript, laravel, zend framework, microsoft office, mvc, html5, bootstrap, netbeans, ios, css3, crystal reports, dreamweaver, visual basic, oop, visual studio, my sql, object orientation, sublime text 3, backend development, php, jquery",23,3,"Software developer, System Analyst , web developer"
644001,"unity, unity 2d, art direction, game design, blender 3d, c#, game art, level design, unity3d - basic, unity ios",6,0,Game developer
646970,"android, sql, ruby on rails, sql server, scrum, javascript, python, laravel, primefaces, uml, microsoft office, html5, netbeans, css3, codeigniter, firebird, delphi, windows, visual studio, software development, oracle db, programming, databases, primefaces framework, my sql, mcps: microsoft certified professional, operating systems, django - beginner, jsp and servlets, eclipse, php, java, jquery, git, .net",14,0,Full Stack Web Developer
680162,"pmi, branding, crm, itil, software development, firewall, digital marketing, virtualization, pmbok, agile methodologies, agile project management, infrastructure, serious games, business intelligence, leadership, estimation for sale proposals, digital media, risk management, new media, data center, mind mapping, marketing communications, strategic planning, events management, cloud computing, project management professional, scrum master, business analysis, network infrastructure, continuos deployment, telecommunication, mobile applications, it operations, it strategy, business process, project planning, it governance, budgetary management, it service management, program management, requirements analysis, business development, voip, customer service, logistics",25,4,Senior Program/Project Professional
669797,"sql, javascript, python, html, css, node.js, docker, react.js, hadoop, selenium, machine learning, spark, unit testing, java, git, .net",11,4,Fullstack Software Developer
676543,"software development, jenkins, devops, microservices, software architecture, continuous integration, leadership, cloud computing, continuos deployment, high availability, disaster recovery, kubernetes, java, aws",19,3,DevOps/CICD/Development/Cloud Architect
681128,"sql, javascript, html5, bootstrap, netbeans, css3, jboss, tomcat server, vba, xampp, eclipse, php, java, jquery",11,0,Frontend Developer
634673,"azure, sql server, javascript, html5, node.js, mongodb, react.js, ASP.Net MVC, redis, knockoutjs, entity framework, c#, team foundation server, es6, angular, git, .net",7,0,Full Stack Developer
665134,"english, network, data center, service desk, java",6,0,Data center expert & Teacher tutor
660458,"nhibernate, wpf, oracle db, spring boot, my sql, software architecture, project planning, xaml, c#, test-driven development (tdd), unit testing, jsp and servlets, lead developer, php, java, .net",9,3,Software Engineer
658082,"javascript, test planning and test script, sql and oracle pl/sql developer, selenium, qa, ctfl foundation, uft, test management, vbscript, test automation, test-driven development (tdd)",12,2,Software Quailty Assurance Specialist - Lead IT
646886,"microsoft office, windows, support analyst, technical support, server administration",14,0,Support Coordinator
676720,"sql, sql server, subversion (tortoisesvn), ibm tivoli monitoring, data warehouse, sdlc audit, incident management, problem management, datastage etl, tsql, ssis, ssrs, healthcare, git",5,0,ETL Developer
679345,"android, sql, scrum, spring, java patterns, bootstrap, hibernate, jpa, spring mvc, github, junit, web services, docker, spring boot, rest api, spring security, spring data, microservices, software architecture, typescript, firebase, cloud computing, solutions architecture, oauth2, spring jpa, spring cloud, spring mail, git flow, angular, java, git, aws, jwt",9,0,Software Engineer
659332,networking hardwares,3,0,ICT
667675,"html, ux, ui, scss, vue.js, angular",3,3,Front-end Developer
643681,"azure, sql server, scrum, english, html5, bootstrap, css3, mongodb, visual studio, web services, microsoft visual studio, databases, pmbok, sharepoint, tfs, ASP.Net MVC, pmp, mcp, c#, team foundation server, scrum fundamentals certified credential, web applications, power bi, json, mvc - advanced, angular, jquery, git, .net",14,2,System .Net Developer
651541,"sql, scrum, javascript, node.js, c#, .net",9,4,.Net Developer
658896,"microsoft office, leadership, software installation, windows administration, hardware integrations",13,0,IT Support Technician
674716,"adobe marketing cloud, computer maintenance",8,0,Data entry
675848,"c++, html5, node.js, react.js, redux, c#, jquery",6,3,Senior Software Engineer
653038,"sql server, html5, windows server, vmware, mariadb, entity framework, c#, ASP.Net Core, linux, angular, .net",9,0,.NET Fullstack developer
680376,"elixir, azure, ruby on rails, javascript, python, postgresql, mongodb, docker, memcached, redis, rspec, capistrano, kubernetes, rancher, php, aws",12,3,Senior Backend Developer and DevOps
650884,"android, tdd, sql, javascript, html5, visual basic, front end, c#, mvc 4 & 5, git flow, jquery, .net, react native",7,0,Developer
680967,"sql server, javascript, wcf, bootstrap, json, css, node.js, visual basic, asp, web api, iis, react.js, subversion (tortoisesvn), rest api, moodle elearning, microsoft sharepoint, sencha (extjs), knockoutjs, architecture, telecommunication, application lifecycle management, ado.net, ASP.Net Core, object oriented design, computer maintenance, ajax, asp.net ajax control toolkit, backend development, nunit, database acces, angular, jquery, .net, react native",8,3,S/w Developer with .Net Technologies & Javascipt
659887,"javascript, python, html5, css3, node.js, design patterns, sass, react.js, rest api, vue.js, django, api, redux, es6, react native",5,3,Front End Engineer and Mobile App developer 
638641,"user experience, user interface, mobile design, character art, game art",9,0,Lead Game / User Interface Artist
670880,"scrum, javascript, html5, excel, tomcat, maven, oracle db, spring boot, spring security, spring data, typescript, es2015, openlayers, geoserver, jasper reports, angular, java, git, react native",6,3,Fullstack developer
673857,"ruby on rails, laravel, node.js, yii, mongodb, vue.js, c#, angular, php",4,0,Web Developer
678221,"python, c, artificial intelligence, machine learning, blockchain technologies, java",7,4,Leadership Fellow for Blockchain at WomenWhoCode
675488,"data analysis, customer support, software installation, data entry, computer maintenance, customer relationship, customer service",4,0,I Can Work 24/7 If needed to
680142,"javascript, python, c, c++, html5, node.js, mongodb, software engineering, ember.js, data mining, startups, machine learning, operating systems, algorithms, data structures, linux, graphql, java, aws",6,3,Software Architect & Lead Engineer
639212,"tdd, sql server, javascript, spring, weblogic, java sdk 1.5 1.6 1.7 and 1.8, html5, postgresql, ejb, css3, soap, pl/sql, windows, jboss, spring mvc, tomcat, maven, docker, jenkins, kanban, oracle db, agile methodologies, spring boot, rest api, team leadership, resteasy, spring data, my sql, microservices, leadership, redis, strategic planning, apache camel, sybase, xp programming, lean startup, wildfly, team player, gradle, ssh, apache kafka, scrum master certified, kafka, hazelcast, netflix oss, odi, kubernetes, negotiation capability, full stack, strong communication skills, linux, lean mindset, angular, java",11,0,Tech lead and senior fullstack developer
660603,"sql server, bootstrap, json, postgresql, digital, xml, visual basic, asp, apache, 3d studio max html5, subversion (tortoisesvn), django, architecture, elasticsearch, archlinux, sdlc audit, telecommunication, corporate finance, android api, rfid, apache tomcat, ipython, biometrics, ajax, asp.net ajax control toolkit, 3d builder, angular, php, jquery, .net",9,0,Full Stack .Net and Python Developer
654013,"spring, uml, json, postgresql, jsf, jsp, hibernate, node.js, mongodb, xml, spring mvc, junit, apache, struts, ionic framework, ansible, jira, jenkins, dns, dhcp, 3d studio max html5, subversion (tortoisesvn), data integration - enterprise, nginx, front end, mcafee drive encryption, computer engineer, microsoft sharepoint, selenium, typescript, drupal, ariba cloud integration, architecture, cvs, mind mapping, ibm websphere, archlinux, pascal, continuos deployment, openvpn, telecommunication, accounting, erwin, bemcss, android api, apache cordova, ftp, ibm rational clear case, dojo, apache tomcat, payments, intranet, adianti, contracts analysis, computer maintenance, apache maven, photoshop, database acces, eclipse, php, jquery, aws, .net",15,0,Full stack developer/ Front-end developer
678071,"javascript, python, html5, postgresql, css3, node.js, docker, nginx, jade, telecommunication, linux, shell, java, jquery, git",5,3,Full Stack Software Developer
661817,"autocad 2d, microsoft excel, powerpoint, microsft skills, proactive",12,0,Geologist Engineer
655477,"unity, unreal engine, game design, blender 3d, c#",6,0,Passionate video game programmer.
636046,"android, sql, javascript, unity, postgresql, jsp, css3, twitter bootstrap, my sql, jasper reports, c#, java, jquery",10,3,Software Developer Engineer
603747,"sql server, scrum, uml, wcf, html5, json, css3, node.js, xml, react.js, entity framework, c#, mvc 4 & 5, jquery",8,0,IT Analyst and Full-Stack Developer
647492,"sql, wordpress, laravel, hardware, html5, my sql, photography, joomla, linux servers administration, corel draw, php, jquery",14,0,PHP Developer
649545,"ruby on rails, javascript, css3, after effects, node.js, mongodb, docker, react.js, backbone.js, ilustrator, webpack, browserify, redux, es6, es7, full stack, backend development, photoshop, graphql, angular, php, react native",6,2,Front-end Engineer
643554,"sql server, scrum, pmi, uml, erp, windows server, itil, cobit, pmbok, ms project, operating systems, microsoft project, it service management, rup, project coordination, project management",16,3,Senior Business Analyst
634626,"tdd, ruby on rails, javascript, html5, css3, node.js, sass, react.js, vue.js, git flow, git",8,0,Front-end Developer
655691,"android, javascript, html5, cordova, selenium, blackberry, wmlscript, unit testing, json, linux, j2me, android studio, java, git",20,1,systems analyst
665565,"sql, uml, english, itil, software development, security assessment and testing, cobol, eclipse, php, java",7,0,Information Security Analyst
653274,"sql, javascript, html5, wpf, node.js, react.js, nosql databases, c#",4,0,Fullstack software developer
674934,"ruby on rails, javascript, html5, css3, node.js, mongodb, sass, react.js, animation, photoshop",9,0,Front end Developer
533519,"python, swift, ios, objective-c, realm, mvvm, mobile applications, coredata, neural networks, tensorflow",8,3,Senior iOS Developer
676869,"sql, javascript, laravel, spring, java sdk 1.5 1.6 1.7 and 1.8, html5, bootstrap, postgresql, hibernate, netbeans, css3, spring mvc, github, tomcat, web services, docker, devops, react.js, java web, spring boot, spring security, spring data, gitlab, api, semantic ui, spring jdbc, sql query, linux, slim, photoshop, eclipse, php, java, git, mysql, jetbrains toolkit",9,0,full stack
553625,"ruby on rails, javascript, docker, vue.js, linux",10,0,Software Engineer · Web Expert · Automated Test Sp
659220,farming,6,0,Agriculture
657165,"sql, javascript, html5, css3, itil, git repository, linux, php",6,0,Systems Analyst/ Programmer
672671,"visual studio, github, quality assurance, selenium, business analysis, test case, xpath, c#, scrum fundamentals certified credential, requirements analysis, vsts",4,0,Business analyst and Quality analyst
654396,"sql, pl/sql, data modeling and systems analysis, data analysis, databases, data integration - enterprise, cognos, data mining, tableau, etl, bi architecture, talend studio, pentaho data integration, data stage, sql query, data mart, etl technical leader",5,0,Regional Lead ETL/BI/DWH
677179,"azure, javascript, html5, css3, entity framework, ado.net, c#, linq, jquery, .net, asp.net mvc",5,0,Technology Analyst
676819,"sql, primefaces, html5, jsf, hibernate, ejb, jpa, netbeans, css3, xml, visual studio, bitbucket, maven, jira, oracle db, java se, nexus, c#, bamboo, eclipse, java, .net",4,0,System Analyst
669835,"sql, microsoft office, windows, reporting, db2, operations management, change management, process improvement, team management, technical support, windows administration, healthcare, technical recruitment",8,0,Process Lead
668056,"android, sql, scrum, javascript, primefaces, uml, postgresql, hibernate, jpa, netbeans, web development, visual basic, junit, ionic framework, oracle db, jboss seam, jdbc, typescript, devexpress, richfaces, test-driven development (tdd), eclipse, angular, java",6,3,Backend Software Developer (focused on Java)
680426,"sql server, javascript, html, bootstrap, typescript, entity framework, c#, database modeling, ASP.Net Core, bootstrap templates, angular, jquery, git, asp.net mvc",3,3,Software Engineer
677856,"javascript, laravel, mvc, html5, web development, css3, ux, ui, rest api, software developer, software architecture, ASP.Net MVC, mobile development, oauth2, kotlin, desktop applications, c#, es6, ASP.Net Core, software designer, backend development, php, java, .net",6,4,Software Developer
662620,"tdd, swift, objective-c, apple watch, coredata, rxswift",10,0,Senior iOS Developer / Full Stack Developer
671020,"android, ios, mobile development, mobile applications, mobile application development",4,4,Mobile developer
656741,"javascript, python, wordpress, html5, my sql, kotlin, php, java",5,3,Web Developer
668292,infrastructure,11,0,Looking for a new challenge
643363,"javascript, laravel, html, css, sass, react.js, vue.js, redis, elasticsearch, symphony, silex, php, jquery",8,3,Software engineer
657074,"ruby on rails, postgresql, scala, docker, api, weka, c#, angular, java",3,0,Software Developer
668807,"android, sql, sql server, javascript, html5, css3, active directory, itil, visual studio, j2ee, virtualization, oracle db, pmbok, operations management, it operations, c#, ASP.Net Core, design datacenter, managing budgets, database administration, database acces, project management, java",8,4,Software developer/project mgmt/DBA 
666753,"sql server, spring, postgresql, react.js, spring boot, redis, kotlin, linux, java, aws, react native, flutter, flutter",4,3,Software Engineer
637751,"research, ux, ia, user experience, user interface, information architecture, design thinking, art direction, creative strategy, accessibility, interaction design, axure, visual design, card sorting, usability testing, mobile design, customer experience, user research, experience design, content strategy, digital strategy",20,0,"Designer, UX specialist"
646536,"android, sql, sql server, java sdk 1.5 1.6 1.7 and 1.8, delphi, c#, .net",11,2,Back-End C# Developer
636936,"microsoft office, adobe illustrator, adobe indesign, rhinoceros, photoshop",7,0,Designer
658674,"sql server, scrum, javascript, java sdk 1.5 1.6 1.7 and 1.8, node.js, docker, react.js, oracle db, software developer, typescript, es2015, redis, domain drive design, bdd - behavior-driven development, angular, java, jquery, git, .net",9,3,Full stack developer / Software Engineer
677757,"sql, python, html5, postgresql, css3, mongodb, agile, docker, data analysis, react.js, oracle db, rest api, django, microservices, typescript, redis, flask, es6, data structures, angular, git, aws, stripe",4,3,Full stack developer
663776,"tdd, ddd, sql server, scrum, javascript, unity, wcf, mongodb, web services, monogame, my sql, ASP.Net MVC, xp programming, entity framework, c#, bdd - behavior-driven development, unit testing, jquery, .net",11,3,Software Engineer
660991,"javascript, digital, visual basic, 3d studio max html5, telecommunication, bemcss, computer maintenance, ajax, database acces, training & mentoring, php, jquery, .net",9,3,Web Developer
624457,"javascript, wordpress, html5, bootstrap, css3, after effects, node.js, adobe illustrator, jquery mobile, actionscript 3, web design responsive, 3d studio max html5, react.js, gulp, invision, game art, adobe flash professional, maya autodesk, game maker studio, corel draw, photoshop, final cut, php, java, jquery, git",17,0,Tough times never last but tough people do
641918,"javascript, c++, html5, json, pl/sql, windows, asp, unix, oracle db, outsystems, perl, telecommunication, healthcare",22,0,"Systems Analyst, MSc, ITIL®, CobiT®"
641717,"javascript, python, c++, agile methodologies",0,0,Software Engineer
668496,"javascript, html5, bootstrap, css3, my sql, ajax, php, jquery",1,3,front-end developer
666538,"wordpress, html5, bootstrap, branding, digital, adobe illustrator, less / sass, jira, prototype, sketch, invision, front end, zeplin, agile and kanban process, figma, figma",7,0,Product Designer
679484,"laravel, node.js, rest api, server less, php, aws",9,0,Web developer with AWS cloud backend
665699,"sql, hadoop, bi, etl, spark, hive",5,3,Big Data Engineer
648156,"python, spring, soap, mongodb, windows, docker, jira, oracle db, tomcat server, weblogic server, rest api, my sql, continuous integration, cassandra, test-driven development (tdd), linux, angular, java, aws",12,2,Software Engineer Tech Lead 
677644,"android, javascript, html5, ios, angular, java",5,0,Android & iOS developer
640080,"sql, sql server, javascript, spring, microsoft office, html5, bootstrap, jsp, hibernate, css3, node.js, spring mvc, servlets, groovy, grails, oracle db, my sql, google app engine, microsoft excel, nashorn, ajax, angular, java, jquery",8,0,Senior System Analist
678007,"html, css, react.js, php, java, .net core",1,4,Full Stack web developer 
661826,"sql server, javascript, html5, bootstrap, hibernate, pl/sql, node.js, docker, oracle db, mysql, linux, angular, php, java, git",14,3,PHP/Java/Python/ Web programer.
660505,"sql, scrum, testing, oracle db, agile methodologies, quality assurance, selenium, user acceptance testing, coaching, test management, test automation, test-driven development (tdd), unit testing, java",12,0,Quality Assurance Consultant
674270,"mvc, wcf, nhibernate, design patterns, orm, microservices, ASP.Net MVC, c#, .net",6,0,Software Developer
646940,"html5, web development, bi, hyperion, sap bi/bo, java, sap",16,0,SAP BI Specialist and Java Applications Developer
666218,"sql, sql server, scrum, c, windows, software development, software engineering, agile, jira, kanban, programming, pmbok, agile methodologies, trello, software developer, microservices, software architecture, leadership, cloud computing, computer science, cobol, it outsourcing, it support technician, payments, software security, tef, agile and kanban process, linux, security solutions, git",9,0,IT Specialist | MBA | Team Leader | C/C++ | COBOL
670019,"ddd, sql server, javascript, python, web development, node.js, software engineering, web api, iis, react.js, oracle db, rest api, software architecture, leadership, c#, xamarin forms, mvc 4 & 5, ASP.Net Core, arcgis, migrating client environment, angular, aws, .net",9,3,Software Engineer
654553,"tdd, ddd, sql, node.js, mongodb, github, docker, web api, rest api, mvc modeling, express.js, knockoutjs, mongoose, c#, bdd - behavior-driven development, ASP.Net Core, web applications, angular, git, .net",5,0,Software Engineer
614234,"english, italian, adobe illustrator, portuguese, logo design, public sector, translator, printing production, corel draw, photoshop, graphic design, adobe dimension, ielts",20,0,Creative Art Director at Hexpand Publicity Agency
634781,"sql server, javascript, css, asp, react.js, ASP.Net MVC, abap, entity framework, c#, linq, ajax, jquery, sap, .net, react native, sapui5",1,3,"SAP ABAP , SAPUI5 and Javascript Developer"
678148,"python, uml, c, autocad, html5, css3, 3d studio max, 3d printer, solidworks, r programming, opencv, machine learning, assembly, pascal, scikit-learn, numpy, latex, image processing, healthcare, linux",5,0,Healthcare Informatics
676911,"html5, bootstrap, css3, sketch, user experience, user interface, adobe xd, zeplin, sales and client relationship, photoshop, figma",3,0,UI/UX Designer
664332,react.js,5,0,Lead Software Developer
644241,"tdd, scrum, javascript, mvc, html, css, node.js, design patterns, less, oop, gulp/grunt, sass, ui, react.js, e-commerce, typescript, express.js, mobile development, elasticsearch, api, magento, webpack, mochajs, mobile-first, redux, es6, Magento Developer, flexbox, material design, jasmine framework, progressive web apps, ecmascript, eslint, functional testing, oriented object, git flow, php, jquery, git, react native",0,0,Front-end developer
666845,"ruby on rails, python, c, statistics, my sql, database design, fraud detection, nosql, finance, relational database, java, git, aws",8,0,Software Engineer/Economist
678959,"sql, sql server, scrum, javascript, html5, postgresql, jsf, hibernate, jpa, arduino, node.js, mongodb, jboss application server, demoiselle, rest api, angular, java, jquery",7,0,Software Engineer
641559,"javascript, python, html5, bootstrap, css3, mongodb, ionic framework, heroku, flask, angular, php, java",4,0,"Self Motivated, Hard Worker, Problem Solver"
639745,"android, json, struts, subversion (tortoisesvn), sqlite, mvvm, xcode, android api, reactivex (rxjava, rxphp, rxswift), .net",4,3,iOS Developer
649883,"sql, javascript, wordpress, html, bootstrap, css, react.js, ajax, php, jquery, git",5,3,Front End Engineer
679819,"javascript, python, html5, json, postgresql, hibernate, css3, wpf, xml, web services, maven, spring boot, rest api, spring data, my sql, typescript, ant, thymeleaf, c#, lombok, angular, java, jquery",12,0,Full Stack Developer
658338,"android, javascript, laravel, node.js, mongodb, agile, docker, mysql, express.js, kotlin, linux, java, git, aws, mysql",5,3,Software Engineer
666730,"azure, scrum, javascript, uml, html5, bootstrap, css3, finacial management, jboss, github, apache, maven, docker, jira, mac os, kanban, oracle db, rest api, my sql, open source, architecture, joomla, api, confluence, wildfly, titanium, mobile applications, team foundation server, Magento Developer, oriented object, moodle admin, moodle development, linux, organic seo, ci/cd automation, angular, php, java, git, aws, react native",7,2,Full Stack Developer
675199,"android, javascript, html5, node.js, design patterns, actionscript 3, firebase, scrum master certified, angular, java, .net",18,3,Senior Software Analyst
674172,"sql, javascript, microsoft office, html5, research, css3, codeigniter, node.js, yii, windows, bitbucket, version controll, linux, php, jquery, git",5,3,Software Developer PHP
660394,"python, scala, hadoop, my sql, pig, hive, aws emr, apache spark, aws",8,4,Senior Data Engineer
679274,"html, css, mysql, php",0,0,Software Engineer
639378,"android, scrum, c++, json, xml, networking software, mobile development, gtk, boost c++ libraries, image processing, linux, multithreading, qt (c/c++)",20,0,Sr. Software Enginner
653754,"autocad, ux, office 365, project management professional, corporate communication, consulting, green technology, campaigns, energy, project coordination",7,0,Sustainability/CSR Project Engineer
653463,"javascript, html5, bootstrap, json, postgresql, css3, node.js, mongodb, sass, j2ee, maven, react.js, oracle db, rest api, my sql, semantic ui, webpack, protractor, mochajs, mean, karma, reactivex (rxjava, rxphp, rxswift), redux, saas, es6, d3.js, jasmine framework, babeljs, ajax, angular, java, jquery, git",9,3,Back-end Developer
680831,"android, sql, javascript, python, html5, postgresql, mongodb, asp, ASP.Net MVC, redis, firebase, matlab, android api, apache tomcat, ASP.Net Core, http, php, java, .net, css",3,3,Software Developer
673373,"sql, unity, after effects, premiere, visual studio, 3d studio max, programming, game development, team leadership, database design, c#, game mechanics, database administration, photoshop, team work spirit, php",11,0,Lead Unity Developer
635790,"postgresql, pl/sql, node.js, shell script, couchbase",13,0,Back End Developer
661603,"microsoft office, leadership, spanish, strategic planning, teamwork, microsoft excel, salesforce.com, business strategy",6,0,Commercial Excellence Specialst & Adoption Analyst
635736,"javascript, laravel, bootstrap, less / sass, react.js, gulp, vue.js, composer and npm, java",6,0,Web Developer
665064,"pmbok, itil foundation certified, communication, project management professional, project 2013, support analyst, scrum master certified, cobit foundation certified, managed service, critical thinking, customer service, committed",13,3,Customer Service and Project Management Expert
667892,"hp-ux, technical support, incident management, linux servers administration",5,0,IT Professional with around 4 years of exprience
647896,"android, javascript, jsf, hibernate, jpa, netbeans, spring mvc, spring boot, rest api, ireports, jasper reports, psql, eclipse, java",3,0,Systems Analyst
642490,"tdd, spring, c, c++, jsf, jpa, software engineering, docker, jee, databases, software architecture, parallel computing (cuda), api, integration architecture, distributed systems development, gpu, parallel computing (c++), cuda, software development using biometry, network programming, unit testing, hardware integrations, refactoring, biometrics, ipc, concurrency, image processing, java",21,3,Experienced Lead Java and C/C++ Software Engineer
672295,"erp, software development, agile methodologies, itil foundation certified, progress, strategic planning, project management professional, scrum master, business process, product owner, sales and client relationship, business development",27,4,Senior IT Project and Development Manager
678529,"sql, mvc, html5, jsf, hibernate, css3, pl/sql, data modeling and systems analysis, mongodb, github, svn, clojure, jenkins, oracle db, java web, rest api, object orientation, jstl, oracle forms, oracle reports, troubleshooting, oracle pl/sql, jax-rs, requirement gathering, data visualisation, requirements analysis, power bi, project management, eclipse, angular, java, git",14,3,Senior Software Engineer
649715,"microsoft office, autocad, business administration, network, autodesk 3ds max, unreal engine, market research, administrator network, communication, presentation, quick learner, ability to meet deadlines., challenge driven, risk analisys, adaptability, photoshop, conflict management, analytical and critical thinking skills, committed",8,0,Administrator
637147,"sql server, microsoft office, delphi, microsoft servers, virtualization, programming, qlikview, microsoft exchange, support, storage, backup, remote access, network administration, php",19,0,Support Analyst / Systems Analyst
664785,"sql server, css3, pl/sql, spring mvc, docker, tomcat server, spring boot, rest api, my sql, elasticsearch, jasper reports, jboss 4.2 / 5 / 6, git repository, groovy (grails), java, jquery",13,3,Java Developer
671145,"azure, python, crm, helpdesk, analysis, business administration, sass, data analysis, sql and oracle pl/sql developer, hadoop, data migration, business intelligence, leadership, market research, mba, vba, data mining, tableau, marketing analytics, bi, etl, business analysis, powerbi, kpi development, trade marketing, it operations, budgetary management, algorithms, odbc, kafka, business management, ssis, data presentation, contracts analysis, biometrics, sales strategy, database acces",9,3,Buisiness Analyst / Controller & BI Developer
681114,"javascript, laravel, c#, ASP.Net Core, angular, php",6,3,Front End Software Engineer (Full-time paid)(remot
674396,"sql, javascript, spring, hibernate, spring batch, docker, spring boot, rest api, spring data, microservices, api, unit testing, linux, backend development, flyway, java, git",5,2,Senior Software Engineer
659978,"android, sql, javascript, wordpress, css3, ux, firebase, pentest, android framework, libgdx, libgdx - basic, android studio, java",8,1,public agent/web and android developer
665676,"sql, javascript, wordpress, zend framework, uml, english, html5, bootstrap, devops, react.js, my sql, front end, technical documentations, project lead, documentation, coaching, entity framework, Magento Developer, bpm, advpl, php, java, .net, business process management",8,4,System Analist and Developer
659775,"javascript, python, c, html5, arduino, c#, analyze errors and sipcode and siptrace, analytical and critical thinking skills, crossplatform, java, react native",6,0,Full stack developer
671487,"mongodb, spring batch, spring boot, oracle application-plsql, spring data, sybase, angular, java",9,0,Software Developer - Java
655006,"android, laravel, spring, c for microcontroller, swift, codeigniter, bitbucket, devops, spring boot, redis, api, rabbit mq, linux servers administration, c#, unit testing, queues, ci/cd automation, php, java, git, .net",4,4,Software Engineer & Systems Integration Specialist
637607,"ruby on rails, python, unity, c, c++, software engineering, game development, django, software architecture, embedded devices, archlinux, qt, gtk, linux, php",11,0,System Engineer 
