UserId,Skills,YearsOfExperience,EnglishLevel
670569,"python, c for microcontroller, react.js, eletricista, java, react native",9,0
676075,"sql server, python, html5, css3, delphi, sass, bash script, gulp, my sql, delphi for android, linux, access -  vba, php, jquery, git",11,0
639389,"scrum, javascript, python, html5, css3, node.js, devops, data science, front end, machine learning, ibm watson explorer, nlp, c#, vsts, jenkins - basic, php, java",4,3
672574,"android, sql server, scrum, python, postgresql, hibernate, scala, spring mvc, oracle db, jdbc, machine learning, teaching, ldap, nlp, algorithms, apache tomcat, retrofit, android studio, eclipse, java",16,2
675663,"weblogic, unix, oracle db, telecommunication, etom, oracle pl/sql, provisioning, business object",8,0
664981,"tdd, sql, scrum, javascript, python, postgresql, node.js, agile, docker, react.js, kanban, django, microservices, gis, express.js, redis, elasticsearch, nosql databases, ci/cd automation, angular, php, git, aws",5,3
660797,"android, sql, ruby on rails, scrum, javascript, spring, uml, c, c++, english, mvc, postgresql, jsp, jpa, netbeans, css3, node.js, mongodb, windows, design patterns, visual basic, cqrs, visual studio, svn, junit, servlets, maven, bash script, mac os, rest api, portuguese, vue.js, my sql, object orientation, ASP.Net MVC, machine learning, matlab, coffeescript, weka, c#, team foundation server, swing, intellij, prolog, websockets, concurrency, full stack, linux, bpm, nunit, eclipse, angular, automated testing, java, jquery, git, aws, .net",14,3
645233,"ux, sketch, invision, responsive web design, webdesign, information architecture, adobe creative suite softwares, usability testing, mobile applications, zeplin",9,4
638456,"sql, scrum, html5, postgresql, jsf, hibernate, ejb, jpa, jboss, junit, kanban, oracle db, data warehouse, kettle, etl, pentaho, pentaho data integration, eclipse, java",7,0
639747,"social media, adobe illustrator, adobe indesign, ux, brainstorm, webdesign, image manipulation, team leadership, ilustrator, art direction, branding & identity, photography, creative strategy, advertising, visual design, app design, visual identities, video editing, creative writing, illustration, digital paint, cinema 4d, photoshop",20,0
671533,"android, javascript, spring, html5, postgresql, jsf, swift, ios, css3, github, web services, maven, spring boot, rest api, my sql, jdbc, firebase, gradle, jax-rs, jax-ws, gson, java, git, aws, google cloud",7,3
647950,"sql server, scrum, javascript, uml, c++, html5, jsf, node.js, design patterns, github, web services, react.js, oracle db, soa, rest api, oracle application-plsql, bpm, express.js, enterprise integration patterns (eip), enterprise architecture, xpath, enterprise application architecture, bpm, php, java, .net, react native",6,3
658222,"sql server, scrum, javascript, spring, jsf, hibernate, jpa, node.js, design patterns, jboss, struts, oracle db, jee, tomcat server, nosql, jse, application servers, application architect, backend development, angular, java",9,0
670726,"tdd, sql, sql server, scrum, javascript, spring, java sdk 1.5 1.6 1.7 and 1.8, html5, json, hibernate, jpa, css3, soap, windows, design patterns, xml, oop, visual studio, github, bitbucket, junit, web services, maven, software development, agile, jira, bash script, devops, web forms, kanban, oracle db, soa, databases, agile methodologies, spring boot, rest api, gradle, ant, maven knowledge, shell script, my sql, microservices, software architecture, tcp/ip, jdbc, gitlab, architecture, ant, distributed systems development, confluence, mockito, operating systems, jvm, finance, algorithms, gradle, mockups, c#, intellij, bamboo, unit testing, functional testing, java socket, java platform, ajax, linux, multithreading, multicast, shell, backend development, http, eclipse, java, git, .net",16,3
657886,"android, sql server, javascript, html5, my sql, firebase, realm, json, php, java, jquery, git",9,3
641252,"javascript, node.js, react.js, redux, angular, java",8,3
681370,"ruby on rails, javascript",2,0
659441,"javascript, json, postgresql, pl/sql, web services, web api, rest api, oracle application-plsql, mysql, microservices, sql server - intermediate, cassandra, lua, c#, xamarin forms, mvc 4 & 5, tsql, ajax, silverlight 4, php, .net core",4,0
649085,"sql server, web development, automation, test planning and test script, jira, databases, drupal, qa, test case, cms, functional testing",4,0
639681,"android, sql, uml, postgresql, swift, agile development methodology, soap, spring mvc, agile, oracle db, glassfish server, weblogic server, rest api, my sql, ms project, wildfly, android api, java",8,3
678066,"android, sql server, uml, wcf, bootstrap, digital, asp, docker, jira, jenkins, devops, vb6, subversion (tortoisesvn), xamarin, mba, archlinux, telecommunication, android api, apache tomcat, delphi for ios, asp.net ajax control toolkit, database acces, security solutions, training & mentoring, tensorflow, php, jquery, .net",14,3
678808,"tdd, python, uml, microsoft office, node.js, devops, microservices, gitlab, etl, cobol, sql development, c#, ssis, agile & waterfall methodologies, jenkins - basic, ci/cd automation, java, .net",7,4
637678,"sql, erp, helpdesk, kanban, team leadership, native brazilian portuguese, leadership, centos, goal oriented, management, ms project, patience, pmp, sap pp, sap pm, sap wm, business analysis, requirements analysis, fast learning, project management, sap",13,0
677597,"android, javascript, python, postgresql, hibernate, mongodb, spring mvc, j2ee, maven, jira, data analysis, kanban, agile methodologies, tomcat server, spring boot, my sql, software architecture, redis, firebase, rabbit mq, wildfly, team management, iot, hazelcast, linux, orientdb, angular, java, jquery, aws",6,3
680675,"sql server, wcf, web api, jenkins, apache solr, front end, selenium, typescript, redis, architecture, powershell, estimation, continuos deployment, entity framework, dapper, ado.net, saas, ASP.Net Core, cms, xunit, nunit, database acces, jquery, git, .net, angular 5, angularjs",7,3
674186,"sql, c for microcontroller, microsoft office, autocad, electronic, english, arduino, excel, data analysis, entrepreneurship, team leadership, problem solving, leadership, creative strategy, raspberry pi, matlab, electronics engineering, mobile applications, iot, technical support, eletrical plans, eletric engineering, creative solutions, project coordination, altium design, french",11,3
672438,"python, spring, hibernate, itil, struts, unix, spring boot, rest api, leadership, pmp, nosql, php, java, jquery",16,2
643463,"sql, sql server, javascript, uml, c, html5, pl/sql, visual basic, visual studio, ionic framework, unix, oracle db, amazon web services, entity framework, c#, angular, jquery, aws, .net",22,0
656832,"sql, scrum, javascript, python, uml, c++, testing, pl/sql, design patterns, software development, unix, agile methodologies, tcp/ip, perl, solaris, algorithms, requirements analysis, multithreading",13,0
652095,"html5, automation, social media, google analytics, seo, ux, data analysis, analytics, digital marketing, video production, google adwords, linkedin, digital marketing strategies, facebook marketing, content marketing, marketing communications, events management, startups, teamwork, video editing, search advertising, adobe analytics, conversion rate optimization, cms, content creator, media planning, email marketing, photoshop",11,4
634846,"sql, python, c++, json, spring mvc, software development, docker, ansible, devops, data analysis, r programming, b2b, architecture, cloud computing, educational instructor, rabbit mq, xpath, sterling integrator b2b, kubernetes, training & mentoring, java, aws, terraform, circle ci",5,0
655348,"english, automation, excel, software engineering, software developer, analitical mind",8,3
665192,"sql, javascript, html5, bootstrap, css3, node.js, mongodb, agile, react.js, problem solving, express.js, webpack, redux, es6, es7, angular, git, aws, react native",4,3
638532,"sql server, pmi, microsoft office, postgresql, programming, itil v3 foundation, ms project, scrum master, it governance, project management",7,0
664174,"ux, design user experience, design mobile",2,0
674412,microsoft certified professional,6,0
665416,"javascript, wordpress, html, json, css, react.js, photoshop, angular, jquery",3,1
680570,"laravel, bootstrap, vue.js, ajax, php, jquery",7,0
644740,"android, sql, c++, mac os, linux, redes",4,0
674266,"sql, ruby on rails, javascript, html5, node.js, mongodb, react.js, graphql",0,0
681828,"spring, jsp, hibernate, crm, mongodb, xml, junit, docker, jenkins, devops, unix, spring boot, typescript, db2, xsl, ibm websphere, estimation, haml, gradle, d3.js, agile and kanban process, apache maven, ajax, database acces, eclipse, jquery",5,0
665554,"sql, javascript, hibernate 3 and 4, html5, css3, apache, oracle db, java web, primefaces framework, my sql, oracle linux, symphony, jsp and servlets, php, java",5,0
649408,"android, javascript, html5, swift, css3, node.js, mongodb, github, sketch, my sql, typescript, elasticsearch, ionic2, photoshop, angular, php, java",9,2
670438,"tdd, ddd, azure, sql server, javascript, wordpress, wcf, html5, bootstrap, css3, codeigniter, crm, erp, active directory, node.js, mongodb, windows, design patterns, facebook ads, lamp, wamp, github, apache, docker, mac os, debian, oracle db, rest api, nginx, my sql, centos, express.js, redis, ubuntu server, cache, percona, restify, lambda expressions, entity framework, sql server management studio, dapper, rds, mongoose, mean, jasper reports, c#, es6, ASP.Net Core, linq, jquery ui, ec2, ajax, linux, slim, git flow, xampp, filezilla, http, php, jquery, git, aws, .net, .net core",7,0
637773,"android, scrum, unity, c++, ios, design patterns, game development, unreal engine, kotlin, c#, java, git",7,3
671256,"sql, javascript, bootstrap, json, node.js, web api, sharepoint, c#, ASP.Net Core",4,4
668213,"javascript, python, html5, css3, mongodb, react.js, databases, vue.js, c#, database modeling, database administration, angular, php, java",8,3
637143,"python, postgresql, oracle db, django, data mining, flask, machine learning, algorithms, scikit-learn, sqlalchemy, numpy, pandas, django rest, tensorflow, aws",15,3
661146,"customer experience, technical support, sales and client relationship, business development",5,0
649680,"sql, ruby on rails, scrum, javascript, postgresql, pl/sql, agile, heroku, telecom networks, backend development, aws",2,0
671489,"android, mvc, html5, json, swift, css3, xml, junit, jira, xsd, oracle db, agile methodologies, rest api, firebase, sqlite, mvvm, xcode, retrofit, arcgis, dagger, volley, qt (c/c++), android studio, java, jquery, aws, esri, espresso",11,3
680049,"research, seo, ux, ui, wireframe, prototype, digital marketing, prince2 certified, product design, scrum master, conversion rate optimization, wordpress,  php,joomla,magneto,bootstrap",3,3
638636,"react.js, ionic2, angular, react native",5,0
672609,"javascript, laravel, html5, web development, css3, vue.js, object oriented design, php",8,0
674105,embedded systems,4,0
658214,"design patterns, marketing, analysis, software engineering, data analysis, programming, agile methodologies, database design, business intelligence, mobile marketing, market research, game design, management, strategic planning, marketing strategy, product management, mobile applications, project planning, product owner, mobile application development",13,3
655230,"f#, android, azure, javascript, html5, bootstrap, css3, wpf, docker, web api, ASP.Net MVC, typescript, powershell, akka.net, kotlin, c#, ASP.Net Core, tsql, nservicebus, angular, java, .net",8,4
643423,"sql, unity, c++, subversion (tortoisesvn), unreal engine, c#, perforce, git",13,0
649008,"iso, estimation for sale proposals, managing budgets, computer maintenance",17,0
678992,"javascript, python, c++, lean manufacturing, six sigma, html5, json, postgresql, web development, css3, node.js, marketing, software engineering, web design responsive, react.js, team leadership, django, my sql, leadership, google app engine, negotiation, strategic planning, marketing strategy, cloud computing, api, product management, process improvement, sales and client relationship, software designer, django rest, web applications, business development, business strategy, jquery",14,3
666054,"azure, sql, javascript, laravel, html5, json, node.js, ionic framework, ux, react.js, rest api, problem solving, management, ajax, slim, photoshop, angular, php, jquery, git, aws",8,4
673135,"management, electronics engineering, teaching",21,2
657954,"sql, javascript, html5, agile methodologies, quality assurance, my sql, system development, continuous integration, selenium, system analysis, customer success, test automation, c#, bdd - behavior-driven development, customer service, php, java, .net",5,3
645924,"elixir, ruby on rails, javascript, python, angular, aws",5,0
533399,"laravel, html5, bootstrap, json, css3, mongodb, react.js, rest api, linux, php, git",7,3
640758,"sql, scrum, javascript, spring, uml, postgresql, hibernate, ejb, node.js, mongodb, design patterns, play framework, spring mvc, junit, apache, tomcat, jboss application server, web services, maven, sun certified java programmer, software development, memcached, oracle db, jee, agile methodologies, spring boot, rest api, jms, resteasy, spring data, my sql, microservices, redis, cluster, elasticsearch, spring jdbc, rabbit mq, jetty, high availability, team management, solr, spring amqp, spring cloud, backend development, php, java, jquery, aws",11,4
676232,"javascript, python, c, c++, postgresql, mongodb, data analysis, react.js, nginx, go lang, neo4j, elasticsearch, machine learning, nlp, backend development, java",7,4
671692,"mvc, json, swift, ios, cordova, bitbucket, svn, software development, objective-c, agile, jira, mac os, rest api, sencha (extjs), cocoapods, cocoa touch, xcode, mobile applications, kotlin, parse-server, unit testing, waterfall methodology, oops, training & mentoring, mobile application development, android studio, testflight",7,3
604028,"tdd, javascript, bootstrap, postgresql, jsf, hibernate, jpa, node.js, design patterns, j2ee, groovy, grails, react.js, spring boot, java, jquery, aws",12,3
649222,"android, javascript, laravel, postgresql, unity 2d, phonegap, ionic framework, react.js, my sql, express.js, realm, xcode, gradle, c#, unity3d - basic, php, java, git",11,1
681992,"sql, javascript, html, bootstrap, css, crm, visual studio, sharepoint, rest api, ASP.Net MVC, typescript, entity framework, visual studio code, ASP.Net Core, linq, angular, jquery, git, .net",7,3
666045,"javascript, postgresql, crm, mongodb, digital, docker, bash script, jenkins, devops, unix, front end, qa director certified, ariba cloud integration, firebase, sqlite, architecture, sonar, exchange server multi-tenant, archlinux, flask, bugzilla, red hat, lua, freebsd, accounting, bea weblogic, bemcss, corporate finance, android api, odbc, apache tomcat, design datacenter, computer maintenance, bsda certification, database acces, php, autocad robot",16,3
660682,"mongodb, asp, microsoft sharepoint, redis, db2, android api, apache storm, .net compact framework, dba oracle, asp.net ajax control toolkit, php, aws, .net",11,0
662165,"tdd, azure, sql, sql server, scrum, javascript, english, mvc, nhibernate, html5, json, css3, agile development methodology, windows communication foundation, soap, windows, visual studio, software development, agile, web api, databases, agile methodologies, rest api, portuguese, razor mvc, front end, tfs, leadership, communication, api, dependency injection di, scrum master, code review, kendo, teamwork, entity framework, sql server management studio, windows azure, test automation, algorithms, psm i, c#, visual studio code, saas, ASP.Net Core, postman, git repository, unit testing, swagger, data structures, full stack, strong communication skills, ajax, backend development, jquery, git, .net, scrum planning, scrum retrospective, sprint review, sprint planning, sprint retrospective, rest, sprint planning, sprint retrospective, daily meeting, asp.net mvc, back end",6,3
681032,"javascript, github, jira, sql server - intermediate, c#, team foundation server, mustache, .net",5,0
663376,"html5, css3, agile development methodology, node.js, react.js, vue.js, redux, git, react native",4,3
673407,"javascript, spring, weblogic, mvc, bootstrap, jsf, jsp, hibernate, ireport, css3, pl/sql, svn, maven, docker, oracle db, software developer, my sql, cvs, richfaces, apache camel, osgi, apache tomcat, apache karaf, full stack, ajax, angular, php, java",6,2
674584,"javascript, spring, hibernate 3 and 4, soap, node.js, j2ee, maven, react.js, rest api, jenkins - basic, java, jquery",0,0
661752,"microsoft office, public speaking, teaching",6,0
680288,"javascript, html5, css3, node.js, docker, vue.js, stylus, bemcss",0,0
681255,"sql server, javascript, xml, visual basic, asp, 3d studio max html5, data integration - enterprise, antispam sms, xsl, coding and modularization, telecommunication, coaching, it governance, android api, algorithms, cms, tsql, computer maintenance, 5 sap implementations, ajax, asp.net ajax control toolkit, database acces, training & mentoring, jquery, .net",12,0
673835,"sql server, javascript, automation, crystal reports, data migration, selenium, vba, etl, c#, ASP.Net Core, ssrs, jquery, .net",4,0
650808,"sql, sql server, scrum, javascript, html5, bootstrap, json, postgresql, hibernate, css3, pl/sql, node.js, mongodb, spring mvc, maven, agile, groovy, docker, jenkins, react.js, gulp, bower, oracle db, spring boot, rest api, spring data, my sql, front end, selenium, elasticsearch, akka.net, nosql databases, saucelabs, travis ci, jquery ui, ecmascript, kubernetes, angular, java, jquery, git, react native, google cloud, circle ci",19,3
635799,"cordova, software developer, c#, project management, java, .net",20,0
678726,"azure, sql server, python, mongodb, data analysis, oracle db, r programming, statistics, machine learning, spark, nlp, hive, pandas, math, tensorflow, aws",7,0
650340,"ux, ilustrator, art direction, motion graphics, product design, mobile design, typography, interface design, artist 3d",7,0
676202,"javascript, python, c++, computer graphics, jira, agile methodologies, game development, good in teamwork, management of projetct",13,3
635983,"sql server, javascript, css3, delphi, mongodb, oop, visual studio, web services, microservices, c#, .net",8,0
646429,"android, scrum, javascript, html5, css3, node.js, mongodb, react.js, vue.js, polymer, scrum master, webpack, angular, php, jquery",12,0
645338,"javascript, html5, css3, adobe illustrator, adobe dreamweaver, adobe creative suite softwares, php, jquery",12,0
637653,"c#, git, unity3d",6,3
533427,"pl/sql, react.js, c#, angular, php, java",1,0
663142,"android, azure, sql, javascript, python, spring, c, c++, english, postgresql, hibernate, automation, node.js, mongodb, spring mvc, apache, maven, software development, software engineering, iphone development, agile, ionic framework, docker, devops, unix, openstack, virtualization, zabbix, programming, spring boot, rest api, statistics, my sql, cloud computing, api, machine learning, microsoft project, algorithms, neural networks, swagger, ec2, linux, project coordination, backend development, relational database, ci/cd automation, System Administration, angular, java, jquery, git, aws",16,3
668378,"prince2 certified, project management professional, finance, project planning, budgetary management, budgeting, project management, financial planning, it business management, it financial management, it chargeback, it showbacks, it cost allocations., it service benchmarking, it portfolio & project financials.",10,0
647440,"sql, sql server, scrum, javascript, c, mvc, html5, bootstrap, agile development methodology, design patterns, oracle db, bpm, my sql, sql development, php, java, jquery, .net",9,0
644172,"laravel, docker, unix, databases, lms",8,3
656565,"android, sql, sql server, windows forms, scrum, javascript, c++, html5, bootstrap, ios, wpf, node.js, mongodb, xamarin, firebase, c#, jsp and servlets, angular, java, jquery, .net",7,0
679398,"sql, javascript, python, mvc, html, css, jira, infrastructure, c#, ssrs, ajax, angular, jquery, .net",5,0
680465,"azure, sql server, javascript, wordpress, mvc, html5, css3, node.js, mongodb, agile, docker, batch script, react.js, oracle db, my sql, express.js, webpack, entity framework, c#, linq, nunit, unix shell scripting, angular, jquery, git, aws, .net",12,3
667812,"management, strategic planning, strong critical thinking skills., strong work ethic., strong communication skills, strong leadership",6,0
678259,"sql, sql server, javascript, spring, java sdk 1.5 1.6 1.7 and 1.8, html5, hibernate, ejb, soap, j2ee, jboss application server, web services, oracle db, primefaces framework, oracle application-plsql, sql and oracle pl/sql developer, my sql, database design, adobe dreamweaver, java server pages, structs, sql query, jsp and servlets, ajax, linux, eclipse",16,4
640107,"sql, scrum, python, uml, postgresql, pl/sql, mongodb, google analytics, github, bitbucket, software development, docker, devops, data analysis, oracle db, agile methodologies, agile project management, entrepreneurship, rest api, shell script, team leadership, django, my sql, continuous integration, gamification, business intelligence, open source, google app engine, management, strategic planning, cassandra, heroku, flask, nosql, pentaho, continuos deployment, tornado, digital ocean, team management, solr, business management, project management, amazon ec2, java, jquery, git, aws",15,3
671056,"sql server, pmi, postgresql, mongodb, asp, react.js, agile project management, Big Data, sharepoint, vue.js, product launch: planning and execution, product design, cassandra, product management, coaching, project coordination, angular, jquery, .net, react native",7,3
639134,"android, sql, ruby on rails, javascript, html, postgresql, swift, ios, css, node.js, mongodb, less, objective-c, agile, react.js, redux, c#, coredata, linux, angular, java, git",11,3
638422,"javascript, c++, codeigniter, 3d studio max, my sql, linux, photoshop, php",12,0
671614,"sql, scrum, javascript, mvc, html5, bootstrap, css3, agile, web api, jira, xamarin, sql and oracle pl/sql developer, front end, knockoutjs, api, scrum master, mvvm, c#, full stack, ajax, jquery",4,3
650882,"sql server, javascript, html, css, github, vue.js, ASP.Net MVC, c#, team foundation server, bootstrap templates, asp.net ajax control toolkit, jquery, git, .net",7,2
640232,"android, wordpress, front end, joomla, product owner, Magento Developer, php",3,0
678945,"sql, sql server, javascript, python, postgresql, r programming, tableau, machine learning, spss, c#, arcgis, dashboards for business inteligence, php, java",5,3
635958,"html5, adobe fireworks cs6, css3, adobe illustrator, adobe indesign, art direction, adobe lightroom, adobe dreamweaver, logo design, branding & identity, photography, photo retouch, photoshop",7,0
678969,"primefaces, html5, postgresql, jsf, hibernate, jpa, css3, software development, subversion, demoiselle, oracle db, resteasy, wicket, software designer, angular, java, git",11,0
668401,"ux, design thinking, strategic planning, lean startup, service design, design user experience",16,0
669931,"agile, ux, ui, sketch, digital marketing, portuguese, design thinking, branding & identity, spanish, marketing communications, email marketing, 3d modeling, photoshop, illustrator, email markerting, scoial media, french",12,3
653453,"swift, ios, css3, prototype, sketch, angular, fastlane",4,3
676681,"c, tcp/ip, networking software, telecommunication, algorithms, data structures, linux",12,0
653490,"sql server, windows forms, javascript, c++, mvc, postgresql, oracle db, pmbok, my sql, leadership, integration services, project planning, mcp, c#, unit testing, sql query, good logic, strong communication skills, .net",13,2
677014,"c, c++, microchip pic, rest api, software developer, iot, adcs, embedded software, embedded systems, http",11,3
642317,"sql, python, data analysis, statistics, machine learning, matlab, linux",8,2
666429,"sql, ruby on rails, scrum, uml, postgresql, mongodb, agile, microservices, e-commerce, continuous integration, api, mikrotik router, rspec, capybara, sinatra, linux, git flow, backend development, jquery, git",10,3
678211,"python, c++, scala, analytics, data science, statistics, machine learning, scrum master certified, sqlalchemy",4,3
649403,"scrum, python, apache, docker, vagrant, unix, nginx, django, centos, ubuntu server, puppet, linux, unix shell scripting",17,3
651376,"python, c, automation, node.js, docker, jenkins, infrastructure, problem solving, troubleshooting, fast learning, linux, network engineering, git, aws",8,2
662627,"azure, sql server, python, mvc, node.js, mongodb, software engineering, oracle db, Big Data, hadoop, software developer, microservices, software architecture, ASP.Net MVC, artificial intelligence, cassandra, api, flask, machine learning, spark, blockchain technologies, enterprise architecture, nosql databases, c#, hive, bot framework, filenet, ibm filenet, java, aws, .net, react native",12,3
666457,"scrum, agile development methodology, agile, user stories, kanban, user experience, user interface to brazilian, communication, community building, scrum master, xp programming, product management, product owner, experience design",6,0
644742,"scrum, pl/sql, scrum master, java, .net",8,4
681611,"sql, junit, spark, java",1,0
664039,"sql, ruby on rails, sql server, python, english, postgresql, windows server, node.js, github, docker, ansible, devops, react.js, virtualization, rest api, shell script, microservices, leadership, gitlab, lean startup, vsphere, saas, xml/schema design, kubernetes, agile and kanban process, linux, aws, terraform, circle ci, .net core",20,2
638001,"javascript, c++, english, html5, adobe illustrator, adobe indesign, ilustrator, branding & identity, photoshop",11,0
679509,"sql, javascript, wordpress, laravel, bootstrap, codeigniter, typescript, perl, c#, angular, php, jquery",11,4
672119,"android, mean, java",6,0
634965,"javascript, laravel, testing, html5, css3, node.js, vagrant, a/b tests, react.js, test case, symphony, cross-browser testing, linux, git flow, php, git",6,3
679737,"sql server, javascript, html, css, asp, telecommunication, mean, apache tomcat, c#, payments, asp.net ajax control toolkit, angular, php, java, asp.net mvc",10,4
669433,"python, bootstrap, arduino, data integration - enterprise, statistics, django, computer engineer, google adwords, estimation, coding and modularization, matlab, telecommunication, algorithms, scada, numpy, computer maintenance, 5 sap implementations",4,4
645711,"android, python, maven, jenkins, my sql, celery, rabbit mq, angular, java, aws",8,0
670970,"sql, python, data analysis, digital marketing, team leadership, tableau, teradata, machine learning, automation projects, hive, power bi",7,3
679041,"bootstrap, postgresql, branding, node.js, mongodb, digital, lamp, spring mvc, apache, sun certified java programmer, docker, jira, jenkins, iis, dns, dhcp, firewall, 3d studio max html5, virtualization, nagios, memcached, backbone.js, subversion (tortoisesvn), esxi vmware vsphere, nginx, django, mcafee drive encryption, security assessment and testing, bgp, ospf, ccna, mpls, catalyst, eigrp, tcp/ip, ids/ips, pci, symantec antispam, adobe audition, redis, administrator network, vlan, switching, mind mapping, archlinux, genexus 8, 9, x ev1, ev2, ev3, cucumber, continuos deployment, openvpn, ipsec, ssae16, telecommunication, solaris, universal windows platform, it governance, budgetary management, nfs, android api, ssl, juniper routers, structured cabling, application lifecycle management, blogging, apache tomcat, cisco wireless technologies, saas, specs, provisioning, ipython, adsupport, mapkit, afnetworking, cisco asa, carrier ethernet, ars remedy, puppet, intranet, extranet, medical imaging, cisco routers, design datacenter, contracts analysis, healthcare, computer maintenance, django rest, avaya site administration, linux, oracle retail, maintenance routes voip, database acces, amazon ec2, snmp, wmi, nagios, zabbix, php, aws, .net, computer vision",17,0
645200,"scrum, c++, html5, css3, agile methodologies, front end, itil v3 foundation, c#, php",6,3
669923,"sql, primefaces, html, postgresql, jsf, hibernate, spring boot, rest api, joomla, java, ielts band 6",8,2
636370,"sql server, c++, active directory, vb6, c#, java, .net",17,0
659039,"microchip pic, electronics engineering, hardware integrations",19,0
676428,"sql, sql server, javascript, primefaces, uml, jsf, web development, crystal reports, xml, visual studio, tomcat, software development, software engineering, iis, oracle db, programming, jee, databases, vue.js, database design, business analysis, entity framework, jasper reports, object oriented design, requirements analysis, web applications, linux, database administration, angular, java, .net",9,3
677766,"j2ee, jira, ibm websphere, jquery",12,4
657058,"ruby on rails, javascript, unity, swift, ios, node.js, test automation, test-driven development (tdd)",9,4
663427,"netbeans, pl/sql, node.js, mongodb, scala, visual studio, docker, react.js, apache solr, hadoop, xamarin forms, apache spark, angular, java, .net",4,0
660535,"plc's, microchip pic, autocad 2d, autocad 3d, project management professional, project lead, iso 9001, automation projects, project planning, project coordination, proactive, plc programming",10,0
656721,"javascript, wordpress, html5, bootstrap, ilustrator, corel draw, photoshop, angular, jquery",8,2
680238,"tdd, javascript, python, c, microsoft office, html5, postgresql, arduino, node.js, agile, docker, react.js, spring boot, opencv, matlab, embedded systems, neural networks, tensorflow, java",3,0
656922,"hubspot, branding, facebook ads, social media, google ads, google analytics, ux, digital marketing, business metrics, user experience, ilustrator, branding & identity, social media coordinator, digital media, digital marketing strategies, facebook marketing, marketing analytics, community building, community manager, cms, sales strategy, photoshop, graphic design",11,3
667797,"autocad, rendering, ilustrator, photography, keyshot, 3d modeling, photoshop",7,0
676444,"android, tdd, sql, ruby on rails, javascript, spring, c, c++, html, hibernate, jpa, css, arduino, node.js, mongodb, junit, agile, docker, ansible, react.js, npm, rest api, open source, embedded devices, nosql, webpack, ormlite, reactivex (rxjava, rxphp, rxswift), retrofit, libgdx, three.js, boost c++ libraries, json, linux, unix shell scripting, java, jquery, git, aws, jest, mqtt, google-test, awt, sdl, google-test, webgl, stl c++ libraries, google-test",8,3
637772,"android, sql server, wcf, bootstrap, asp, 3d studio max html5, subversion (tortoisesvn), oracle application-plsql, e-commerce, ariba cloud integration, telecommunication, bemcss, android api, application lifecycle management, apache tomcat, cms, django rest, asp.net ajax control toolkit, 3d builder, jquery, .net",14,0
648104,"excel, sap pp, business analysis, manufacturing execution system, power bi",5,0
663579,"sql, sql server, javascript, python, wcf, html5, wpf, apache, ionic framework, oracle db, r programming, nosql, blockchain technologies, c#, git repository, .net visual basic, linux, angular, php, java",3,3
645380,"sql, sql server, scrum, javascript, python, wordpress, mvc, html, json, postgresql, css, agile development methodology, pl/sql, node.js, less, agile, docker, web api, react.js, npm, agile methodologies, rest api, mysql, problem solving, go lang, continuous integration, tfs, typescript, express.js, redis, elasticsearch, continuos deployment, nosql databases, redux, c#, test-driven development (tdd), es6, ASP.Net Core, unit testing, continuous delivery, kubernetes, asp.net ajax control toolkit, angular, php, jquery, git, .net, react native",14,3
679290,"3d studio max html5, firebase, bemcss, php, jquery",1,0
661215,"reporting, management, communication, telecommunication, supervisory skills, microsft skills, network engineering",7,3
653020,"python, c, testing, java, git",1,0
661374,"javascript, web development, symphony, c#, architecture analysis, NetSuite, angular",8,0
655593,"android, scrum, javascript, html5, blockchain technologies, reactivex (rxjava, rxphp, rxswift), unit testing, java",5,4
667595,"javascript, laravel, spring, node.js, yii, software development, react.js, databases, vue.js, redis, elasticsearch, vhdl, algorithms, couchbase, embedded systems, full stack, php, java",9,4
650403,"sql, sql server, javascript, python, html, bootstrap, json, jsf, hibernate, pl/sql, visual studio, web api, oracle db, r programming, java web, entrepreneurship, mysql, ASP.Net MVC, richfaces, etl, c#, visual studio code, ASP.Net Core, ssrs, .net visual basic, ajax, relational database, logistics, angular, java, jquery, .net, html",12,2
669117,"sql, javascript, python, java sdk 1.5 1.6 1.7 and 1.8, html5, css3, mongodb, google analytics, typescript, prestashop, saas, photoshop, android studio, angular, java",2,4
664728,"english, 5s, testing, data analysis, team leadership, workflow, leadership, negotiation, communication, system analysis, hyperion, smartcloud, deploy, troubleshooting, team player, reports, fast learning, committed",14,4
674807,"sql server, javascript, spring, c++, json, jsp, hibernate, ejb, soap, node.js, xml, spring mvc, j2ee, apache, struts, docker, jira, bash script, jenkins, devops, wireframe, prototype, react.js, spring boot, rest api, oracle application-plsql, mqseries, jms, microservices, front end, jdbc, redis, architecture, cvs, ibm websphere, nosql, perl, estimation, red hat, cache, continuos deployment, aix, solaris, informix, jaxb, ftp, ibm rational clear case, apache tomcat, payments, jsp and servlets, apache maven, ajax, backend development, http, eclipse, angular, java",15,3
666657,"sql, javascript, postgresql, css3, node.js, mongodb, react.js, microservices, nosql, osgi, angular, java",4,0
641775,"scrum, swift, ios, sketch, team leadership, teamwork, tvos, watchos, git flow, design mobile, git",1,0
675581,"android, ios, backend development",2,0
638480,"sql, python, pl/sql, data analysis, r programming, data science, statistics, design thinking, scripts, data mining, elasticsearch, etl, machine learning, spark, troubleshooting, support analyst, aws redshift, linux, aws",8,0
